time,heart_rate,x_motion,y_motion,z_motion,step_count,sleep_label,time_feature,heart_rate_feature,count_feature,cosine_feature,psg_label,subject_id
-1.6016859667619072,2.343046395971391,-1.304121947255467,1.6480837110231854,0.2511258722464546,8.607775825808098,0,-1.6016859668015997,0.48070562805492417,5.53087398587927,2.452504180040692,0,46343
-1.5979797536170763,3.339651587803626,-1.513118822605427,1.612262017222008,0.11192892400785814,4.815162031291228,0,-1.5979799019054304,0.4513981701317038,4.483025325088726,2.4425529391360796,0,46343
-1.5942735404722455,2.5242473399408882,-0.006384417766959862,1.9792666893045427,1.727602541639038,0.8917684507565351,0,-1.5942733922636838,0.3986357235637227,3.1241692817774678,2.432611144117471,0,46343
-1.5905673273274148,1.6182426200934017,-0.679270906713173,-0.3278635748475122,1.8960590536782866,-0.15446983738604977,0,-1.5905673273675145,0.37412211765995973,2.6403121159504686,2.4226740720418642,0,46343
-1.586861114182584,1.7088430920781503,-0.5911839959899947,-0.31162962174227754,1.9237021530622855,-0.15446983738604977,0,-1.5868612624713452,0.35402944178668766,3.0326572239334872,2.4127417229092583,0,46343
-1.583154901037753,1.7541433280705248,-0.26250186411117465,1.0056327680844501,1.909348334798029,2.330346096952589,0,-1.5831547528295986,0.3023286199131033,3.300516285830249,2.402814096719655,0,46343
-1.5794486878929221,2.388346631963765,-0.7045133390130544,0.6222695157445184,1.9534839706258211,5.861400319433813,0,-1.5794486879334293,0.19619321739197762,2.7033022425516644,2.3928959164160553,0,46343
-1.5757424747480915,2.343046395971391,-0.6854032159958446,0.2451386342415794,1.9606597670013524,-0.15446983738604977,0,-1.57574262303726,0.09680349246159435,1.5305767914495676,2.382977736112455,0,46343
-1.5720362616032606,2.0259447440247706,-0.4559560537554124,-0.22268433779583377,1.9544001402240616,-0.15446983738604977,0,-1.5720361133955134,0.11138353925602956,0.5158108920253669,2.3730737246378606,0,46343
-1.5683300484584297,1.9806445080323964,-0.47821125055153263,-0.48011945209238843,1.8947919948331085,-0.15446983738604977,0,-1.568330048499344,0.05923160207321148,-0.01888931908922101,2.363169713163265,0,46343
-1.5646238353135988,1.8900440360476478,-0.46474384587092793,-0.4516568396420608,1.9037452344129995,-0.15446983738604977,0,-1.5646239836031748,-0.09844222081017458,-0.205085984229117,2.3532751475746734,0,46343
-1.560917622168768,1.9806445080323964,-0.46904640033427025,-0.453667085738727,1.9022852977576656,-0.15446983738604977,0,-1.5609174739614282,-0.27530949638375996,-0.24933866669534732,2.343385304929084,0,46343
-1.5572114090239373,1.9806445080323964,-0.4675966265477094,-0.45416154143185866,1.9019344085107281,-0.15446983738604977,0,-1.557211409065259,-0.3130768700728107,-0.2566261663573128,2.3335049081694974,0,46343
-1.5535051958791064,2.2977461599790168,-0.4611968690765895,-0.44565852467620215,1.9055338051833302,-0.15446983738604977,0,-1.5535053441690896,-0.30426809180117265,-0.257461591894219,2.3236292343529126,0,46343
-1.5497989827342755,2.071244980017145,-0.4604602904592239,-0.44717330185085735,1.9044581404728451,-0.15446983738604977,0,-1.549798834527343,-0.3640168107914876,-0.25749515274792545,2.3137582834793298,0,46343
-1.5460927695894446,2.071244980017145,-0.4618428368322952,-0.4511775823821198,1.9019344085107281,-0.15446983738604977,0,-1.5460927696311737,-0.4591720666858633,-0.257207937763304,2.303892055548748,0,46343
-1.542386556444614,1.9806445080323964,-0.4553992353958561,-0.4466940445909162,1.9033950870037935,-0.15446983738604977,0,-1.5423867047350046,-0.42514895006345277,-0.25548270012745833,2.2940352735041705,0,46343
-1.538680343299783,2.1165452160095195,-0.4547298841919802,-0.44565852467620215,1.9062697082128481,-0.15446983738604977,0,-1.5386801950932578,-0.4342434346976054,-0.2484626385184659,2.284187937345596,0,46343
-1.5349741301549522,2.0259447440247706,-0.46188814226312525,-0.45312602151714454,1.906291963344789,-0.15446983738604977,0,-1.5349741301970887,-0.46974921696969774,-0.22921713699547144,2.2743406011870215,0,46343
-1.5312679170101213,1.9806445080323964,-0.45691623659590686,-0.437201103220117,1.905499680647687,-0.15446983738604977,0,-1.5312680653009194,-0.47267545160892743,-0.1950838010479255,2.2645074338574522,0,46343
-1.5275617038652907,2.0259447440247706,-0.4504930956766169,-0.43466600456393817,1.9102088665664168,-0.15446983738604977,0,-1.5275615556591728,-0.47703322549612565,-0.1601905514843128,2.2546742665278834,0,46343
